Date,Open,High,Low,Close,Volume
2014.05.09 07:25,1.379050,1.379050,1.378940,1.378940,0
2014.05.09 07:26,1.378920,1.378960,1.378600,1.378600,0
2014.05.09 07:27,1.378590,1.378590,1.378250,1.378440,0
2014.05.09 07:28,1.378450,1.378550,1.378250,1.378260,0
2014.05.09 07:29,1.378250,1.378340,1.378190,1.378240,0
2014.05.09 07:30,1.378250,1.378570,1.378220,1.378540,0
2014.05.09 07:31,1.378480,1.378570,1.378380,1.378450,0
2014.05.09 07:32,1.378470,1.378750,1.378470,1.378680,0
2014.05.09 07:33,1.378660,1.378680,1.378450,1.378640,0
2014.05.09 07:34,1.378630,1.378750,1.378630,1.378750,0
2014.05.09 07:35,1.378730,1.378820,1.378720,1.378770,0
2014.05.09 07:36,1.378760,1.378810,1.378730,1.378810,0
2014.05.09 07:37,1.378800,1.378800,1.378580,1.378620,0
2014.05.09 07:38,1.378640,1.378790,1.378610,1.378620,0
2014.05.09 07:39,1.378630,1.378630,1.378480,1.378510,0
2014.05.09 07:40,1.378560,1.378670,1.378550,1.378650,0
2014.05.09 07:41,1.378660,1.378670,1.378620,1.378660,0
2014.05.09 07:42,1.378640,1.378640,1.378500,1.378540,0
